Atno	Neutrons	Mass	Abundance
81	115	195.970515	0
81	116	196.969536200	0
81	117	197.970466294	0
81	118	198.969813837	0
81	119	199.970945394	0
81	120	200.970803770	0
81	121	201.972090569	0
81	122	202.972329088	41.8922
81	123	203.973848646	0
81	124	204.974412270	100.0000
81	125	205.976095321	0
81	126	206.977407908	0
81	127	207.982004653	0
81	128	208.985349125	0
81	129	209.990065574	0
82	99	180.996714	0
82	100	181.992676101	0
82	101	182.991930	0
82	102	183.988198	0
82	103	184.987580	0
82	104	185.983485388	0
82	105	186.984030	0
82	106	187.979869108	0
82	107	188.980880	0
82	108	189.978180008	0
82	109	190.978200	0
82	110	191.975719811	0
82	111	192.976080	0
82	112	193.974648056	0
82	113	194.975920279	0
82	114	195.972710	0
82	115	196.973380	0
82	116	197.971980	0
82	117	198.972909384	0
82	118	199.971815560	0
82	119	200.972846589	0
82	120	201.972143786	0
82	121	202.973375491	0
82	122	203.973028761	2.6718
82	123	204.974467112	0
82	124	205.974449002	45.9923
82	125	206.975880605	42.1756
82	126	207.976635850	100.0000
82	127	208.981074801	0
82	128	209.984173129	0
82	129	210.988731474	0
82	130	211.991887495	0
82	131	212.996500	0
82	132	213.999798147	0
83	102	184.997708	0
83	103	185.996480	0
83	104	186.993458	0
83	105	187.992173	0
83	106	188.989505	0
83	107	189.987520007	0
83	108	190.986053	0
83	109	191.985368	0
83	110	192.983662229	0
83	111	193.983430186	0
83	112	194.981126970	0
83	113	195.981236107	0
83	114	196.978934287	0
83	115	197.979024396	0
83	116	198.977576953	0
83	117	199.978141983	0
83	118	200.976970721	0
83	119	201.977674504	0
83	120	202.976868118	0
83	121	203.977805161	0
83	122	204.977374688	0
83	123	205.978482854	0
83	124	206.978455217	0
83	125	207.979726699	0
83	126	208.980383241	100.0000
83	127	209.984104944	0
83	128	210.987258139	0
83	129	211.991271542	0
83	130	212.994374836	0
83	131	213.998698664	0
83	132	215.001832349	0
83	133	216.006199	0
84	106	189.994293888	0
84	107	190.994653	0
84	108	191.990330390	0
84	109	192.991102	0
84	110	193.988284107	0
84	111	194.988045	0
84	112	195.985469432	0
84	113	196.985567	0
84	114	197.984024384	0
84	115	198.985044507	0
84	116	199.981735	0
84	117	200.982209	0
84	118	201.980704	0
84	119	202.981412863	0
84	120	203.980307113	0
84	121	204.981165396	0
84	122	205.980465241	0
84	123	206.981578228	0
84	124	207.981231059	0
84	125	208.982415788	0
84	126	209.982857396	0
84	127	210.986636869	0
84	128	211.988851755	0
84	129	212.992842522	0
84	130	213.995185949	0
84	131	214.999414609	0
84	132	216.001905198	0
84	133	217.006253	0
84	134	218.008965773	0
85	108	193.000188	0
85	109	193.997973	0
85	110	194.996554	0
85	111	195.995702	0
85	112	196.993891293	0
85	113	197.993433680	0
85	114	198.991008569	0
85	115	199.990920883	0
85	116	200.988486908	0
85	117	201.988448629	0
85	118	202.986847216	0
85	119	203.987261559	0
85	120	204.986036352	0
85	121	205.986599242	0
85	122	206.985775861	0
85	123	207.986582508	0
85	124	208.986158678	0
85	125	209.987131308	0
85	126	210.987480806	0
85	127	211.990734657	0
85	128	212.992921150	0
85	129	213.996356412	0
85	130	214.998641245	0
85	131	216.002408839	0
85	132	217.004709619	0
85	133	218.008681458	0
85	134	219.011296478	0
85	135	220.015301	0
85	136	221.018140	0
85	137	222.022330	0
85	138	223.025340	0
86	110	196.001117268	0
86	111	197.001661	0
86	112	197.998779978	0
86	113	198.998309	0
86	114	199.995634148	0
86	115	200.995535	0
86	116	201.993899382	0
86	117	202.994765192	0
86	118	203.991365	0
86	119	204.991668	0
86	120	205.990160	0
86	121	206.990726826	0
86	122	207.989631237	0
86	123	208.990376634	0
86	124	209.989679862	0
86	125	210.990585410	0
86	126	211.990688899	0
86	127	212.993868354	0
86	128	213.995346275	0
86	129	214.998729195	0
86	130	216.000258153	0
86	131	217.003914555	0
86	132	218.005586315	0
86	133	219.009474831	0
86	134	220.011384149	0
86	135	221.015455	0
86	136	222.017570472	0
86	137	223.021790	0
86	138	224.024090	0
86	139	225.028440	0
86	140	226.030890	0
86	141	227.035407	0
86	142	228.038084	0
87	113	200.006499	0
87	114	201.004586920	0
87	115	202.003968850	0
87	116	203.001423829	0
87	117	204.001221209	0
87	118	204.998663961	0
87	119	205.998486886	0
87	120	206.996859385	0
87	121	207.997133849	0
87	122	208.995915421	0
87	123	209.996398327	0
87	124	210.995529332	0
87	125	211.996194988	0
87	126	212.996174845	0
87	127	213.998954740	0
87	128	215.000326029	0
87	129	216.003187873	0
87	130	217.004616452	0
87	131	218.007563326	0
87	132	219.009240843	0
87	133	220.012312978	0
87	134	221.014245654	0
87	135	222.017543957	0
87	136	223.019730712	0
87	137	224.023235513	0
87	138	225.025606914	0
87	139	226.029343423	0
87	140	227.031833167	0
87	141	228.034776087	0
87	142	229.038426	0
87	143	230.042510	0
87	144	231.045407	0
87	145	232.049654	0
88	115	203.009210	0
88	116	204.006434513	0
88	117	205.006187	0
88	118	206.004463814	0
88	119	207.005176607	0
88	120	208.001776	0
88	121	209.001944	0
88	122	210.000446	0
88	123	211.000893996	0
88	124	211.999783492	0
88	125	213.000345847	0
88	126	214.000091141	0
88	127	215.002704195	0
88	128	216.003518402	0
88	129	217.006306010	0
88	130	218.007123948	0
88	131	219.010068787	0
88	132	220.011014669	0
88	133	221.013907762	0
88	134	222.015361820	0
88	135	223.018497140	0
88	136	224.020202004	0
88	137	225.023604463	0
88	138	226.025402555	0
88	139	227.029170677	0
88	140	228.031064101	0
88	141	229.034820309	0
88	142	230.037084774	0
88	143	231.041220	0
88	144	232.043693	0
88	145	233.047995	0
88	146	234.050547	0
89	118	207.012469754	0
89	119	208.012112949	0
89	120	209.009568736	0
89	121	210.009256802	0
89	122	211.007648196	0
89	123	212.007811441	0
89	124	213.006573689	0
89	125	214.006893072	0
89	126	215.006450832	0
89	127	216.008721268	0
89	128	217.009332676	0
89	129	218.011625045	0
89	130	219.012404918	0
89	131	220.014752105	0
89	132	221.015575746	0
89	133	222.017828852	0
89	134	223.019126030	0
89	135	224.021708435	0
89	136	225.023220576	0
89	137	226.026089848	0
89	138	227.027746979	0
89	139	228.031014825	0
89	140	229.032930871	0
89	141	230.036025144	0
89	142	231.038551503	0
89	143	232.042022474	0
89	144	233.044550	0
89	145	234.048420	0
89	146	235.051102	0
89	147	236.055178	0
90	120	210.015711883	0
90	121	211.016306912	0
90	122	212.012916	0
90	123	213.012962	0
90	124	214.011451	0
90	125	215.011726597	0
90	126	216.011050963	0
90	127	217.013066169	0
90	128	218.013267744	0
90	129	219.015521253	0
90	130	220.015733126	0
90	131	221.018171499	0
90	132	222.018454131	0
90	133	223.020795153	0
90	134	224.021459250	0
90	135	225.023941441	0
90	136	226.024890681	0
90	137	227.027698859	0
90	138	228.028731348	0
90	139	229.031755340	0
90	140	230.033126574	0
90	141	231.036297060	0
90	142	232.038050360	100.0000
90	143	233.041576923	0
90	144	234.043595497	0
90	145	235.047504420	0
90	146	236.049710	0
90	147	237.053894	0
90	148	238.056243	0
91	122	213.021183209	0
91	123	214.020739230	0
91	124	215.019097612	0
91	125	216.019109649	0
91	126	217.018288571	0
91	127	218.020007906	0
91	128	219.019880348	0
91	129	220.021876493	0
91	130	221.021863742	0
91	131	222.023726	0
91	132	223.023963748	0
91	133	224.025614854	0
91	134	225.026115172	0
91	135	226.027932750	0
91	136	227.028793151	0
91	137	228.031036942	0
91	138	229.032088601	0
91	139	230.034532562	0
91	140	231.035878898	0
91	141	232.038581720	0
91	142	233.040240235	0
91	143	234.043302325	0
91	144	235.045436759	0
91	145	236.048675176	0
91	146	237.051139430	0
91	147	238.054497046	0
91	148	239.057130	0
91	149	240.060980	0
92	126	218.023487	0
92	127	219.024915423	0
92	128	220.024712	0
92	129	221.026351	0
92	130	222.026070	0
92	131	223.027722956	0
92	132	224.027590139	0
92	133	225.029384369	0
92	134	226.029339750	0
92	135	227.031140069	0
92	136	228.031366357	0
92	137	229.033496137	0
92	138	230.033927392	0
92	139	231.036289158	0
92	140	232.037146280	0
92	141	233.039628196	0
92	142	234.040945606	0.0055
92	143	235.043923062	0.7253
92	144	236.045561897	0
92	145	237.048723955	0
92	146	238.050782583	100.0000
92	147	239.054287777	0
92	148	240.056585734	0
92	149	241.060330	0
92	150	242.062925	0
93	132	225.033899689	0
93	133	226.035129	0
93	134	227.034958261	0
93	135	228.036180	0
93	136	229.036246866	0
93	137	230.037812591	0
93	138	231.038233161	0
93	139	232.040099	0
93	140	233.040732350	0
93	141	234.042888556	0
93	142	235.044055876	0
93	143	236.046559724	0
93	144	237.048167253	0
93	145	238.050940464	0
93	146	239.052931399	0
93	147	240.056168828	0
93	148	241.058246266	0
93	149	242.061635	0
93	150	243.064273	0
93	151	244.067850	0
94	134	228.038727686	0
94	135	229.040138934	0
94	136	230.039645603	0
94	137	231.041258	0
94	138	232.041179445	0
94	139	233.042987570	0
94	140	234.043304681	0
94	141	235.045281500	0
94	142	236.046048088	0
94	143	237.048403774	0
94	144	238.049553400	0
94	145	239.052156519	0
94	146	240.053807460	0
94	147	241.056845291	0
94	148	242.058736847	0
94	149	243.061997013	0
94	150	244.064197650	0
94	151	245.067738657	0
94	152	246.070198429	0
94	153	247.074070	0
95	136	231.045560	0
95	137	232.046590	0
95	138	233.046472	0
95	139	234.047794	0
95	140	235.048029	0
95	141	236.049569	0
95	142	237.049970748	0
95	143	238.051977839	0
95	144	239.053018481	0
95	145	240.055287826	0
95	146	241.056822944	0
95	147	242.059543039	0
95	148	243.061372686	0
95	149	244.064279429	0
95	150	245.066445398	0
95	151	246.069768438	0
95	152	247.072086	0
95	153	248.075745	0
95	154	249.078480	0
96	137	233.050800	0
96	138	234.050240	0
96	139	235.051591	0
96	140	236.051405	0
96	141	237.052891	0
96	142	238.053016298	0
96	143	239.054951	0
96	144	240.055519046	0
96	145	241.057646736	0
96	146	242.058829326	0
96	147	243.061382249	0
96	148	244.062746349	0
96	149	245.065485586	0
96	150	246.067217551	0
96	151	247.070346811	0
96	152	248.072342247	0
96	153	249.075947062	0
96	154	250.078350687	0
96	155	251.082277873	0
96	156	252.084870	0
97	138	235.056580	0
97	139	236.057330	0
97	140	237.057127	0
97	141	238.058266	0
97	142	239.058362	0
97	143	240.059749	0
97	144	241.060223	0
97	145	242.062050	0
97	146	243.063001570	0
97	147	244.065167882	0
97	148	245.066355386	0
97	149	246.068666836	0
97	150	247.070298533	0
97	151	248.073080	0
97	152	249.074979937	0
97	153	250.078310529	0
97	154	251.080753440	0
97	155	252.084303	0
97	156	253.086880	0
97	157	254.090600	0
98	139	237.062070	0
98	140	238.061410	0
98	141	239.062579	0
98	142	240.062295	0
98	143	241.063716	0
98	144	242.063688713	0
98	145	243.065421	0
98	146	244.065990390	0
98	147	245.068039	0
98	148	246.068798807	0
98	149	247.070992043	0
98	150	248.072178080	0
98	151	249.074846818	0
98	152	250.076399951	0
98	153	251.079580056	0
98	154	252.081619582	0
98	155	253.085126791	0
98	156	254.087316198	0
98	157	255.091039	0
98	158	256.093440	0
99	141	240.068920	0
99	142	241.068662	0
99	143	242.069699	0
99	144	243.069631	0
99	145	244.070969	0
99	146	245.071317	0
99	147	246.072965	0
99	148	247.073650	0
99	149	248.075458	0
99	150	249.076405	0
99	151	250.078654	0
99	152	251.079983592	0
99	153	252.082972247	0
99	154	253.084817974	0
99	155	254.088016026	0
99	156	255.090266386	0
99	157	256.093592	0
99	158	257.095979	0
100	142	242.073430	0
100	143	243.074510	0
100	144	244.074077	0
100	145	245.075375	0
100	146	246.075281634	0
100	147	247.076819	0
100	148	248.077184411	0
100	149	249.079024	0
100	150	250.079514759	0
100	151	251.081566467	0
100	152	252.082460071	0
100	153	253.085176259	0
100	154	254.086847795	0
100	155	255.089955466	0
100	156	256.091766522	0
100	157	257.095098635	0
100	158	258.097069	0
100	159	259.100588	0
101	144	245.081017	0
101	145	246.081933	0
101	146	247.081804	0
101	147	248.082909	0
101	148	249.083002	0
101	149	250.084488	0
101	150	251.084919	0
101	151	252.086630	0
101	152	253.087280	0
101	153	254.089725	0
101	154	255.091075196	0
101	155	256.094052757	0
101	156	257.095534643	0
101	157	258.098425321	0
101	158	259.100503	0
101	159	260.103645	0
102	147	249.087823	0
102	148	250.087493	0
102	149	251.088960	0
102	150	252.088965909	0
102	151	253.090649	0
102	152	254.090948746	0
102	153	255.093232449	0
102	154	256.094275879	0
102	155	257.096852778	0
102	156	258.098200	0
102	157	259.101024	0
102	158	260.102636	0
102	159	261.105743	0
102	160	262.107520	0
103	148	251.094360	0
103	149	252.095330	0
103	150	253.095258	0
103	151	254.096587	0
103	152	255.096769	0
103	153	256.098763	0
103	154	257.099606	0
103	155	258.101883	0
103	156	259.102990	0
103	157	260.105572	0
103	158	261.106941	0
103	159	262.109692	0
103	160	263.111394	0
104	149	253.100679	0
104	150	254.100166	0
104	151	255.101492	0
104	152	256.101179573	0
104	153	257.103072	0
104	154	258.103568	0
104	155	259.105628	0
104	156	260.106434	0
104	157	261.108752	0
104	158	262.109918	0
104	159	263.112540	0
104	160	264.113978	0
105	150	255.107398	0
105	151	256.108110	0
105	152	257.107858	0
105	153	258.109438	0
105	154	259.109721	0
105	155	260.111427	0
105	156	261.112106	0
105	157	262.114153	0
105	158	263.115078	0
105	159	264.117473	0
105	160	265.118659	0
106	152	258.113151	0
106	153	259.114652	0
106	154	260.114435447	0
106	155	261.116199	0
106	156	262.116477	0
106	157	263.118313	0
106	158	264.118924	0
106	159	265.121066	0
106	160	266.121928	0
107	153	260.121803	0
107	154	261.121800	0
107	155	262.123009	0
107	156	263.123146	0
107	157	264.124730	0
107	158	265.125198	0
107	159	266.127009	0
107	160	267.127740	0
108	155	263.128710	0
108	156	264.128408258	0
108	157	265.130001	0
108	158	266.130042	0
108	159	267.131774	0
108	160	268.132156	0
108	161	269.134114	0
109	156	265.136567	0
109	157	266.137940	0
109	158	267.137526	0
109	159	268.138816	0
109	160	269.139106	0
109	161	270.140723	0
109	162	271.141229	0
