AID	TEAM
aid=2172	TEAM_SCRIPPS
aid=604	TEAM_SCRIPPS
aid=2494	TEAM_NCGC
aid=602216	TEAM_SCRIPPS
aid=588686	TEAM_SCRIPPS
aid=540352	TEAM_NCGC
aid=1794	TEAM_SCRIPPS
aid=1561	TEAM_NCGC
aid=879	TEAM_NCGC
aid=1619	TEAM_SCRIPPS
aid=504554	TEAM_HOPKINS
aid=2776	TEAM_HOPKINS
aid=588663	TEAM_SCRIPPS
aid=588654	TEAM_SCRIPPS
aid=504647	TEAM_NCGC
aid=602379	TEAM_NCGC
aid=602383	TEAM_NCGC
aid=485	TEAM_SCRIPPS
aid=504680	TEAM_BURNHAM
aid=2048	TEAM_UNM
aid=453	TEAM_PENN
aid=704	TEAM_SCRIPPS
aid=1713	TEAM_VANDERBILT
aid=901	TEAM_NCGC
aid=2236	TEAM_HOPKINS
aid=504687	TEAM_BURNHAM
aid=488859	TEAM_BURNHAM
aid=2091	TEAM_BURNHAM
aid=488837	TEAM_NCGC
aid=624313	TEAM_SCRIPPS
aid=504402	TEAM_NCGC
aid=2791	TEAM_SCRIPPS
aid=2168	TEAM_SCRIPPS
aid=463102	TEAM_SCRIPPS
aid=493245	TEAM_SCRIPPS
aid=1706	TEAM_SCRIPPS
aid=463218	TEAM_BURNHAM
aid=2106	TEAM_BROAD
aid=504431	TEAM_BROAD
aid=504414	TEAM_BROAD
aid=540310	TEAM_BROAD
aid=588764	TEAM_BROAD
aid=2751	TEAM_SCRIPPS
aid=488977	TEAM_HOPKINS
aid=492965	TEAM_SCRIPPS
aid=493025	TEAM_HOPKINS
aid=488835	TEAM_BROAD
aid=449764	TEAM_SRI
aid=489018	TEAM_SRI
aid=588406	TEAM_BROAD
aid=623978	TEAM_BROAD
aid=2650	TEAM_BROAD
aid=2119	TEAM_BROAD
aid=493134	TEAM_BROAD
aid=623958	TEAM_NCGC
aid=602322	TEAM_SCRIPPS
aid=624468	TEAM_SCRIPPS
aid=624296	TEAM_NCGC
aid=493166	TEAM_NCGC
aid=2387	TEAM_BROAD
aid=504504	TEAM_BROAD
aid=493069	TEAM_BROAD
aid=488950	TEAM_BROAD
aid=488807	TEAM_BROAD
aid=493147	TEAM_BROAD
aid=488809	TEAM_BROAD
aid=602202	TEAM_NCGC
aid=624364	TEAM_BROAD
aid=624324	TEAM_BROAD
aid=488944	TEAM_BROAD
aid=624363	TEAM_BROAD
aid=504875	TEAM_SCRIPPS
aid=504722	TEAM_BURNHAM
aid=588817	TEAM_SCRIPPS
aid=492979	TEAM_SCRIPPS
aid=588350	TEAM_SCRIPPS
aid=2248	TEAM_SCRIPPS
aid=2176	TEAM_SCRIPPS
aid=2200	TEAM_SCRIPPS
aid=493018	TEAM_SCRIPPS
aid=504635	TEAM_SCRIPPS
aid=504876	TEAM_SCRIPPS
aid=504880	TEAM_SCRIPPS
aid=504921	TEAM_SCRIPPS
aid=588328	TEAM_SCRIPPS
aid=493159	TEAM_BURNHAM
aid=588858	TEAM_BURNHAM
aid=488916	TEAM_BROAD
aid=602426	TEAM_BURNHAM
aid=624117	TEAM_NCGC
aid=504329	TEAM_SRI
aid=2540	TEAM_BURNHAM
aid=540302	TEAM_BURNHAM
aid=504708	TEAM_BURNHAM
aid=2328	TEAM_SCRIPPS
aid=2292	TEAM_SCRIPPS
aid=624166	TEAM_HOPKINS
aid=2714	TEAM_UNM
aid=493233	TEAM_BROAD
aid=449750	TEAM_BROAD
aid=2700	TEAM_NCGC
aid=588456	TEAM_NCGC
aid=588574	TEAM_BURNHAM
aid=504816	TEAM_SCRIPPS
aid=588567	TEAM_BURNHAM
aid=588571	TEAM_BURNHAM
aid=449771	TEAM_BURNHAM
aid=463104	TEAM_BURNHAM
aid=485296	TEAM_NCGC
aid=485295	TEAM_NCGC
aid=488836	TEAM_BROAD
aid=602266	TEAM_BROAD
aid=602268	TEAM_BROAD
aid=489014	TEAM_SCRIPPS
aid=504579	TEAM_VANDERBILT
aid=602191	TEAM_BROAD
aid=504657	TEAM_BURNHAM
aid=602380	TEAM_BURNHAM
aid=504672	TEAM_BURNHAM
aid=488989	TEAM_NCGC
aid=504651	TEAM_NCGC
aid=504648	TEAM_NCGC
aid=602120	TEAM_HOPKINS
aid=504601	TEAM_BURNHAM
aid=488886	TEAM_BURNHAM
aid=493146	TEAM_BURNHAM
aid=1528	TEAM_SCRIPPS
aid=1239	TEAM_SRI
aid=942	TEAM_NCGC
aid=540260	TEAM_BURNHAM
aid=588860	TEAM_NCGC
aid=2492	TEAM_BURNHAM
aid=624087	TEAM_BURNHAM
aid=493152	TEAM_BURNHAM
aid=504780	TEAM_NCGC
aid=493185	TEAM_NCGC
aid=504362	TEAM_NCGC
aid=2723	TEAM_BROAD
aid=2727	TEAM_BROAD
aid=493103	TEAM_BROAD
aid=493097	TEAM_BROAD
aid=493058	TEAM_SCRIPPS
aid=2218	TEAM_SCRIPPS
aid=504510	TEAM_SCRIPPS
aid=588401	TEAM_HOPKINS
aid=584	TEAM_NCGC
aid=588389	TEAM_VANDERBILT
aid=463165	TEAM_HOPKINS
aid=623916	TEAM_SCRIPPS
aid=504678	TEAM_SCRIPPS
aid=449731	TEAM_SCRIPPS
aid=2369	TEAM_SCRIPPS
aid=2699	TEAM_HOPKINS
aid=588591	TEAM_NCGC
aid=504675	TEAM_SRI
aid=504543	TEAM_SRI
aid=602349	TEAM_SCRIPPS
aid=602341	TEAM_SCRIPPS
aid=1331	TEAM_SCRIPPS
aid=2174	TEAM_SCRIPPS
aid=463130	TEAM_SCRIPPS
aid=2832	TEAM_BURNHAM
aid=488841	TEAM_BURNHAM
aid=2117	TEAM_SCRIPPS
aid=463143	TEAM_SCRIPPS
aid=1901	TEAM_SCRIPPS
aid=463078	TEAM_SCRIPPS
aid=624153	TEAM_NCGC
aid=602235	TEAM_SCRIPPS
aid=1301	TEAM_SCRIPPS
aid=1797	TEAM_SCRIPPS
aid=624012	TEAM_BROAD
aid=623969	TEAM_BROAD
aid=737	TEAM_EMORY
aid=639	TEAM_EMORY
aid=1327	TEAM_UNM
aid=951	TEAM_UNM
aid=485278	TEAM_BURNHAM
aid=2836	TEAM_BURNHAM
aid=2339	TEAM_BURNHAM
aid=602159	TEAM_SRI
aid=540344	TEAM_SCRIPPS
aid=540368	TEAM_SCRIPPS
aid=2104	TEAM_NCGC
aid=953	TEAM_NCGC
aid=624338	TEAM_SCRIPPS
aid=463221	TEAM_SCRIPPS
aid=449730	TEAM_SCRIPPS
aid=990	TEAM_NCGC
aid=1865	TEAM_NCGC
aid=2281	TEAM_NCGC
aid=646	TEAM_VANDERBILT
aid=858	TEAM_VANDERBILT
aid=642	TEAM_VANDERBILT
aid=1312	TEAM_UNM
aid=792	TEAM_PENN
aid=463254	TEAM_NCGC
aid=588578	TEAM_UNM
aid=492951	TEAM_PITT
aid=434962	TEAM_SCRIPPS
aid=435032	TEAM_BURNHAM
aid=623907	TEAM_UNM
aid=493066	TEAM_NCGC
aid=488954	TEAM_SCRIPPS
aid=624331	TEAM_NCGC
aid=488962	TEAM_NCGC
aid=602397	TEAM_SCRIPPS
aid=602182	TEAM_SCRIPPS
aid=602125	TEAM_SCRIPPS
aid=504861	TEAM_BROAD
aid=2521	TEAM_BURNHAM
aid=602448	TEAM_NCGC
aid=504810	TEAM_NCGC
aid=2395	TEAM_SCRIPPS
aid=588605	TEAM_BURNHAM
aid=493133	TEAM_BURNHAM
aid=2358	TEAM_SCRIPPS
aid=434991	TEAM_SCRIPPS
aid=2481	TEAM_SCRIPPS
aid=2662	TEAM_NCGC
aid=1971	TEAM_BROAD
aid=2294	TEAM_BROAD
aid=504911	TEAM_SRI
aid=504853	TEAM_SRI
aid=588396	TEAM_BROAD
aid=624377	TEAM_SCRIPPS
aid=623861	TEAM_BURNHAM
aid=588734	TEAM_VANDERBILT
aid=588736	TEAM_VANDERBILT
aid=623864	TEAM_SRI
aid=623866	TEAM_BURNHAM
aid=588675	TEAM_HOPKINS
aid=588627	TEAM_HOPKINS
aid=624268	TEAM_SCRIPPS
aid=624318	TEAM_BURNHAM
aid=623900	TEAM_BROAD
aid=602123	TEAM_SCRIPPS
aid=624285	TEAM_BROAD
aid=624274	TEAM_BROAD
aid=588625	TEAM_BROAD
aid=602249	TEAM_BURNHAM
aid=624241	TEAM_BURNHAM
aid=602467	TEAM_BURNHAM
aid=624354	TEAM_BURNHAM
aid=602438	TEAM_BURNHAM
aid=624330	TEAM_SRI
aid=602352	TEAM_BROAD
aid=624252	TEAM_NCGC
aid=588323	TEAM_NCGC
aid=588719	TEAM_SRI
aid=623873	TEAM_BURNHAM
aid=602210	TEAM_BURNHAM
aid=602215	TEAM_BURNHAM
aid=624348	TEAM_NCGC
aid=504849	TEAM_NCGC
aid=623913	TEAM_HOPKINS
aid=623887	TEAM_HOPKINS
aid=492997	TEAM_HOPKINS
aid=588830	TEAM_BROAD
aid=504819	TEAM_UNM
aid=1340	TEAM_UNM
aid=1776	TEAM_UNM
aid=2376	TEAM_UNM
aid=504740	TEAM_NCGC
aid=2611	TEAM_BROAD
aid=2447	TEAM_NCGC
aid=1525	TEAM_SCRIPPS
aid=2283	TEAM_HOPKINS
aid=2346	TEAM_SCRIPPS
aid=504351	TEAM_BROAD
aid=504449	TEAM_BROAD
aid=504403	TEAM_BROAD
aid=504789	TEAM_BROAD
aid=588702	TEAM_BROAD
aid=624106	TEAM_BROAD
aid=488965	TEAM_BROAD
aid=521	TEAM_BURNHAM
aid=488974	TEAM_UNM
aid=623882	TEAM_UNM
aid=623947	TEAM_UNM
aid=504782	TEAM_UNM
aid=588460	TEAM_UNM
aid=795	TEAM_UNM
aid=1758	TEAM_UNM
aid=488823	TEAM_UNM
aid=504387	TEAM_NCGC
aid=504452	TEAM_SCRIPPS
aid=434997	TEAM_SCRIPPS
aid=700	TEAM_UNM
aid=1694	TEAM_NCGC
aid=2002	TEAM_BROAD
aid=2345	TEAM_HOPKINS
aid=540283	TEAM_SCRIPPS
aid=488934	TEAM_BROAD
aid=493148	TEAM_BURNHAM
aid=2596	TEAM_NCGC
aid=588423	TEAM_SCRIPPS
aid=1757	TEAM_VANDERBILT
aid=504597	TEAM_BROAD
aid=624256	TEAM_UNM
aid=588685	TEAM_UNM
aid=504864	TEAM_UNM
aid=1333	TEAM_UNM
aid=2141	TEAM_BURNHAM
aid=2037	TEAM_UNM
aid=2374	TEAM_UNM
aid=493042	TEAM_HOPKINS
aid=504446	TEAM_SCRIPPS
aid=504779	TEAM_NCGC
aid=875	TEAM_NCGC
aid=930	TEAM_NCGC
aid=1567	TEAM_NCGC
aid=1720	TEAM_NCGC
aid=2271	TEAM_UNM
aid=2354	TEAM_SCRIPPS
aid=588570	TEAM_BURNHAM
aid=602434	TEAM_BURNHAM
aid=488748	TEAM_BURNHAM
aid=488936	TEAM_BROAD
aid=2577	TEAM_NCGC
aid=588604	TEAM_UNM
aid=588720	TEAM_UNM
aid=588512	TEAM_UNM
aid=2372	TEAM_UNM
aid=488832	TEAM_NCGC
aid=504473	TEAM_UNM
aid=602143	TEAM_VANDERBILT
aid=2448	TEAM_NCGC
aid=463085	TEAM_SCRIPPS
aid=2157	TEAM_NCGC
aid=1908	TEAM_UNM
aid=504753	TEAM_BURNHAM
aid=540252	TEAM_BURNHAM
aid=2589	TEAM_NCGC
aid=588416	TEAM_SCRIPPS
aid=588392	TEAM_BROAD
aid=493238	TEAM_BROAD
aid=623992	TEAM_UNM
aid=493215	TEAM_NCGC
aid=588408	TEAM_SCRIPPS
aid=2621	TEAM_UNM
aid=871	TEAM_SCRIPPS
aid=1410	TEAM_SCRIPPS
aid=2487	TEAM_NCGC
aid=2107	TEAM_NCGC
aid=1887	TEAM_UNM
aid=2161	TEAM_NCGC
aid=2511	TEAM_BROAD
aid=488849	TEAM_NCGC
aid=624058	TEAM_BROAD
aid=602256	TEAM_NCGC
aid=449756	TEAM_BROAD
aid=2665	TEAM_VANDERBILT
aid=2192	TEAM_VANDERBILT
aid=493249	TEAM_BROAD
aid=504566	TEAM_UNM
aid=588608	TEAM_UNM
aid=588763	TEAM_UNM
aid=485275	TEAM_UNM
aid=2690	TEAM_UNM
aid=1226	TEAM_UNM
aid=463171	TEAM_SCRIPPS
aid=493043	TEAM_HOPKINS
aid=493046	TEAM_HOPKINS
aid=493093	TEAM_BROAD
aid=493212	TEAM_NCGC
aid=504629	TEAM_NCGC
aid=1559	TEAM_NCGC
aid=1740	TEAM_NCGC
aid=2473	TEAM_BROAD
aid=2655	TEAM_BROAD
aid=2551	TEAM_NCGC
aid=624064	TEAM_BROAD
aid=492970	TEAM_SCRIPPS
aid=493031	TEAM_BROAD
aid=624459	TEAM_NCGC
aid=504874	TEAM_UNM
aid=2828	TEAM_UNM
aid=1196	TEAM_UNM
aid=2627	TEAM_BROAD
aid=1257	TEAM_SCRIPPS
aid=540282	TEAM_SCRIPPS
aid=488891	TEAM_BROAD
aid=488845	TEAM_NCGC
aid=493100	TEAM_BROAD
aid=588422	TEAM_SCRIPPS
aid=2428	TEAM_VANDERBILT
aid=2206	TEAM_VANDERBILT
aid=504541	TEAM_UNM
aid=588499	TEAM_UNM
aid=1223	TEAM_UNM
aid=2742	TEAM_UNM
aid=2556	TEAM_SCRIPPS
aid=1725	TEAM_NCGC
aid=602128	TEAM_SCRIPPS
aid=602175	TEAM_VANDERBILT
aid=504396	TEAM_BROAD
aid=540312	TEAM_BURNHAM
aid=485344	TEAM_NCGC
aid=492982	TEAM_BURNHAM
aid=588415	TEAM_BURNHAM
aid=2011	TEAM_BURNHAM
aid=2614	TEAM_BURNHAM
aid=2006	TEAM_BURNHAM
aid=2837	TEAM_SCRIPPS
aid=619	TEAM_PITT
aid=565	TEAM_PITT
aid=653	TEAM_PITT
aid=623948	TEAM_VANDERBILT
aid=1566	TEAM_BURNHAM
aid=2798	TEAM_BURNHAM
aid=463256	TEAM_SCRIPPS
aid=2300	TEAM_SCRIPPS
aid=463217	TEAM_BURNHAM
aid=588612	TEAM_SCRIPPS
aid=588614	TEAM_SCRIPPS
aid=1960	TEAM_BROAD
aid=1928	TEAM_VANDERBILT
aid=1578	TEAM_BURNHAM
aid=2641	TEAM_NCGC
aid=623	TEAM_VANDERBILT
aid=2815	TEAM_BURNHAM
aid=2338	TEAM_BURNHAM
aid=2058	TEAM_BURNHAM
aid=504684	TEAM_SRI
aid=435019	TEAM_SRI
aid=518	TEAM_BURNHAM
aid=452	TEAM_BURNHAM
aid=435016	TEAM_VANDERBILT
aid=504556	TEAM_SRI
aid=504613	TEAM_NCGC
aid=360	TEAM_NCGC
aid=624103	TEAM_VANDERBILT
aid=624040	TEAM_VANDERBILT
aid=449742	TEAM_SRI
aid=434990	TEAM_SRI
aid=547	TEAM_EMORY
aid=583	TEAM_BURNHAM
aid=1393	TEAM_NCGC
aid=1493	TEAM_NCGC
aid=2570	TEAM_NCGC
aid=859	TEAM_VANDERBILT
aid=624135	TEAM_VANDERBILT
aid=2121	TEAM_HOPKINS
aid=2410	TEAM_SRI
aid=588791	TEAM_SRI
aid=2440	TEAM_SRI
aid=504827	TEAM_SRI
aid=2409	TEAM_SRI
aid=2065	TEAM_SRI
aid=2414	TEAM_SRI
aid=588696	TEAM_SCRIPPS
aid=602169	TEAM_SCRIPPS
aid=493061	TEAM_SCRIPPS
aid=602171	TEAM_SCRIPPS
aid=2796	TEAM_SCRIPPS
aid=1621	TEAM_SRI
aid=2505	TEAM_BURNHAM
aid=504658	TEAM_NCGC
aid=504375	TEAM_NCGC
aid=504371	TEAM_NCGC
aid=504370	TEAM_NCGC
aid=1847	TEAM_SCRIPPS
aid=588714	TEAM_SCRIPPS
aid=602222	TEAM_SCRIPPS
aid=1985	TEAM_SRI
aid=2839	TEAM_SRI
aid=449741	TEAM_SRI
aid=1863	TEAM_SRI
aid=1893	TEAM_UNM
aid=962	TEAM_NCGC
aid=961	TEAM_NCGC
aid=623879	TEAM_VANDERBILT
aid=504732	TEAM_NCGC
aid=2696	TEAM_HOPKINS
aid=504465	TEAM_NCGC
aid=493208	TEAM_NCGC
aid=2660	TEAM_NCGC
aid=2140	TEAM_BURNHAM
aid=2126	TEAM_BURNHAM
aid=1784	TEAM_BURNHAM
aid=449727	TEAM_BURNHAM
aid=504534	TEAM_NCGC
aid=624093	TEAM_NCGC
aid=624047	TEAM_NCGC
aid=988	TEAM_NCGC
aid=975	TEAM_NCGC
aid=974	TEAM_NCGC
aid=984	TEAM_NCGC
aid=660	TEAM_NCGC
aid=666	TEAM_NCGC
aid=655	TEAM_NCGC
aid=541	TEAM_NCGC
aid=544	TEAM_NCGC
aid=426	TEAM_NCGC
aid=2426	TEAM_HOPKINS
aid=492988	TEAM_HOPKINS
aid=880	TEAM_NCGC
aid=920	TEAM_SCRIPPS
aid=624126	TEAM_VANDERBILT
aid=588583	TEAM_SCRIPPS
aid=2069	TEAM_BURNHAM
aid=935	TEAM_NCGC
aid=1028	TEAM_NCGC
aid=777	TEAM_BURNHAM
aid=602228	TEAM_SCRIPPS
aid=602317	TEAM_SCRIPPS
aid=602227	TEAM_SCRIPPS
aid=492955	TEAM_SCRIPPS
aid=2178	TEAM_SCRIPPS
aid=556	TEAM_SRI
aid=549	TEAM_SRI
aid=710	TEAM_SRI
aid=2598	TEAM_NCGC
aid=2289	TEAM_NCGC
aid=1029	TEAM_BURNHAM
aid=485363	TEAM_NCGC
aid=1903	TEAM_SRI
aid=449729	TEAM_SRI
aid=504574	TEAM_BURNHAM
aid=504551	TEAM_BURNHAM
aid=2787	TEAM_NCGC
aid=2266	TEAM_NCGC
aid=623973	TEAM_SCRIPPS
aid=602	TEAM_SRI
aid=775	TEAM_SRI
aid=679	TEAM_PENN
aid=1716	TEAM_VANDERBILT
aid=996	TEAM_NCGC
aid=929	TEAM_NCGC
aid=435029	TEAM_BURNHAM
aid=493095	TEAM_BURNHAM
aid=1986	TEAM_BURNHAM
aid=1959	TEAM_BROAD
aid=1399	TEAM_SCRIPPS
aid=1803	TEAM_SCRIPPS
aid=504419	TEAM_SCRIPPS
aid=1943	TEAM_SCRIPPS
aid=524	TEAM_SCRIPPS
aid=644	TEAM_SCRIPPS
aid=900	TEAM_NCGC
aid=908	TEAM_NCGC
aid=1931	TEAM_SCRIPPS
aid=735	TEAM_SCRIPPS
aid=492976	TEAM_SCRIPPS
aid=602479	TEAM_NCGC
aid=624119	TEAM_NCGC
aid=540355	TEAM_NCGC
aid=492996	TEAM_HOPKINS
aid=504653	TEAM_SCRIPPS
aid=463185	TEAM_SCRIPPS
aid=504650	TEAM_SCRIPPS
aid=736	TEAM_SCRIPPS
aid=624082	TEAM_SCRIPPS
aid=449774	TEAM_SCRIPPS
aid=588666	TEAM_SCRIPPS
aid=588665	TEAM_SCRIPPS
aid=588653	TEAM_SCRIPPS
aid=588658	TEAM_SCRIPPS
aid=1519	TEAM_NCGC
aid=493248	TEAM_BROAD
aid=624391	TEAM_NCGC
aid=602384	TEAM_NCGC
aid=730	TEAM_SCRIPPS
aid=567	TEAM_SCRIPPS
aid=493122	TEAM_NCGC
aid=2318	TEAM_NCGC
aid=2315	TEAM_NCGC
aid=588477	TEAM_UNM
aid=588393	TEAM_UNM
aid=488856	TEAM_BURNHAM
aid=650	TEAM_PITT
aid=649	TEAM_PITT
aid=1737	TEAM_VANDERBILT
aid=463252	TEAM_HOPKINS
aid=588390	TEAM_BURNHAM
aid=2632	TEAM_BROAD
aid=493247	TEAM_BROAD
aid=493197	TEAM_BROAD
aid=504398	TEAM_NCGC
aid=504527	TEAM_SCRIPPS
aid=2057	TEAM_SCRIPPS
aid=463101	TEAM_SCRIPPS
aid=588589	TEAM_SCRIPPS
aid=588786	TEAM_SCRIPPS
aid=602375	TEAM_BURNHAM
aid=602346	TEAM_BROAD
aid=602255	TEAM_BROAD
aid=504884	TEAM_BROAD
aid=588337	TEAM_SCRIPPS
aid=463079	TEAM_SCRIPPS
aid=435008	TEAM_SCRIPPS
aid=588635	TEAM_HOPKINS
aid=588531	TEAM_HOPKINS
aid=588429	TEAM_BROAD
aid=623999	TEAM_BROAD
aid=623979	TEAM_BROAD
aid=623960	TEAM_NCGC
aid=623959	TEAM_NCGC
aid=485315	TEAM_NCGC
aid=602302	TEAM_SCRIPPS
aid=504411	TEAM_SCRIPPS
aid=488909	TEAM_BROAD
aid=602204	TEAM_NCGC
aid=624368	TEAM_BROAD
aid=540346	TEAM_BROAD
aid=624289	TEAM_BROAD
aid=463225	TEAM_SCRIPPS
aid=504879	TEAM_SCRIPPS
aid=504873	TEAM_SCRIPPS
aid=624089	TEAM_BURNHAM
aid=504491	TEAM_SCRIPPS
aid=588773	TEAM_SCRIPPS
aid=1974	TEAM_SCRIPPS
aid=2254	TEAM_SCRIPPS
aid=504337	TEAM_SCRIPPS
aid=588445	TEAM_SRI
aid=504872	TEAM_SCRIPPS
aid=504881	TEAM_SCRIPPS
aid=588351	TEAM_SCRIPPS
aid=540340	TEAM_BURNHAM
aid=493055	TEAM_BURNHAM
aid=504609	TEAM_BURNHAM
aid=488912	TEAM_BURNHAM
aid=2361	TEAM_SCRIPPS
aid=588498	TEAM_SCRIPPS
aid=493131	TEAM_BROAD
aid=492950	TEAM_BROAD
aid=493199	TEAM_NCGC
aid=2675	TEAM_NCGC
aid=588453	TEAM_NCGC
aid=602460	TEAM_BURNHAM
aid=588524	TEAM_BURNHAM
aid=488941	TEAM_SCRIPPS
aid=2720	TEAM_BROAD
aid=488880	TEAM_BURNHAM
aid=623897	TEAM_BROAD
aid=2007	TEAM_BROAD
aid=434930	TEAM_BROAD
aid=493167	TEAM_BROAD
aid=2735	TEAM_BROAD
aid=493034	TEAM_SCRIPPS
aid=540263	TEAM_NCGC
aid=602280	TEAM_BROAD
aid=602269	TEAM_BROAD
aid=493224	TEAM_BROAD
aid=504505	TEAM_SCRIPPS
aid=623937	TEAM_SCRIPPS
aid=623920	TEAM_SCRIPPS
aid=826	TEAM_PENN
aid=686	TEAM_PENN
aid=504516	TEAM_SCRIPPS
aid=488952	TEAM_BROAD
aid=485386	TEAM_NCGC
aid=492947	TEAM_NCGC
aid=504652	TEAM_NCGC
aid=493163	TEAM_NCGC
aid=602410	TEAM_HOPKINS
aid=488964	TEAM_HOPKINS
aid=488882	TEAM_BURNHAM
aid=488888	TEAM_BURNHAM
aid=488783	TEAM_BURNHAM
aid=504590	TEAM_NCGC
aid=2702	TEAM_NCGC
aid=2584	TEAM_NCGC
aid=485388	TEAM_NCGC
aid=504934	TEAM_SCRIPPS
aid=488775	TEAM_SCRIPPS
aid=488780	TEAM_SCRIPPS
aid=588348	TEAM_BROAD
aid=602348	TEAM_BROAD
aid=504442	TEAM_BROAD
aid=504441	TEAM_BROAD
aid=1678	TEAM_BROAD
aid=2420	TEAM_BURNHAM
aid=488819	TEAM_BURNHAM
aid=493011	TEAM_BURNHAM
aid=504377	TEAM_NCGC
aid=504796	TEAM_SCRIPPS
aid=493109	TEAM_SCRIPPS
aid=588806	TEAM_SCRIPPS
aid=2366	TEAM_SCRIPPS
aid=588804	TEAM_SCRIPPS
aid=2365	TEAM_SCRIPPS
aid=485291	TEAM_NCGC
aid=540276	TEAM_NCGC
aid=624159	TEAM_BURNHAM
aid=623954	TEAM_SCRIPPS
aid=623919	TEAM_SCRIPPS
aid=488955	TEAM_SCRIPPS
aid=2324	TEAM_NCGC
aid=588624	TEAM_UNM
aid=588385	TEAM_UNM
aid=493186	TEAM_HOPKINS
aid=2642	TEAM_HOPKINS
aid=504676	TEAM_SRI
aid=588399	TEAM_SRI
aid=463135	TEAM_BURNHAM
aid=602353	TEAM_SCRIPPS
aid=624041	TEAM_SCRIPPS
aid=1452	TEAM_NCGC
aid=2203	TEAM_SCRIPPS
aid=2143	TEAM_SCRIPPS
aid=2825	TEAM_BURNHAM
aid=463172	TEAM_SCRIPPS
aid=624276	TEAM_SCRIPPS
aid=2277	TEAM_SCRIPPS
aid=588542	TEAM_BURNHAM
aid=588603	TEAM_BURNHAM
aid=540248	TEAM_SCRIPPS
aid=2359	TEAM_BURNHAM
aid=1785	TEAM_BURNHAM
aid=488826	TEAM_BURNHAM
aid=1520	TEAM_SCRIPPS
aid=540303	TEAM_NCGC
aid=623965	TEAM_BROAD
aid=782	TEAM_EMORY
aid=841	TEAM_EMORY
aid=1521	TEAM_SCRIPPS
aid=2347	TEAM_BURNHAM
aid=2809	TEAM_BURNHAM
aid=2820	TEAM_BURNHAM
aid=493015	TEAM_SRI
aid=1403	TEAM_NCGC
aid=1401	TEAM_NCGC
aid=867	TEAM_SCRIPPS
aid=1668	TEAM_SCRIPPS
aid=828	TEAM_SCRIPPS
aid=493071	TEAM_NCGC
aid=1043	TEAM_NCGC
aid=1669	TEAM_SCRIPPS
aid=835	TEAM_SCRIPPS
aid=493170	TEAM_NCGC
aid=1965	TEAM_BURNHAM
aid=493057	TEAM_SCRIPPS
aid=624335	TEAM_NCGC
aid=1907	TEAM_SCRIPPS
aid=857	TEAM_VANDERBILT
aid=1313	TEAM_UNM
aid=688	TEAM_PENN
aid=623943	TEAM_VANDERBILT
aid=1455	TEAM_NCGC
aid=504627	TEAM_UNM
aid=2600	TEAM_PITT
aid=1632	TEAM_PITT
aid=2560	TEAM_PITT
aid=903	TEAM_NCGC
aid=434984	TEAM_SCRIPPS
aid=588712	TEAM_SCRIPPS
aid=493217	TEAM_EMORY
aid=489023	TEAM_SCRIPPS
aid=449746	TEAM_SCRIPPS
aid=1647	TEAM_BURNHAM
aid=602462	TEAM_UNM
aid=731	TEAM_SCRIPPS
aid=624043	TEAM_SCRIPPS
aid=540295	TEAM_SCRIPPS
aid=488899	TEAM_BROAD
aid=504706	TEAM_NCGC
aid=588669	TEAM_SCRIPPS
aid=602181	TEAM_SCRIPPS
aid=588664	TEAM_SCRIPPS
aid=504755	TEAM_SRI
aid=504729	TEAM_BURNHAM
aid=485352	TEAM_BURNHAM
aid=504438	TEAM_BURNHAM
aid=488994	TEAM_BURNHAM
aid=504475	TEAM_BURNHAM
aid=588584	TEAM_BURNHAM
aid=602293	TEAM_NCGC
aid=602292	TEAM_NCGC
aid=2360	TEAM_SCRIPPS
aid=2235	TEAM_SCRIPPS
aid=602445	TEAM_NCGC
aid=588740	TEAM_NCGC
aid=588480	TEAM_BROAD
aid=2661	TEAM_BROAD
aid=493078	TEAM_NCGC
aid=485312	TEAM_NCGC
aid=489007	TEAM_NCGC
aid=588611	TEAM_BURNHAM
aid=488873	TEAM_BURNHAM
aid=493128	TEAM_BURNHAM
aid=1987	TEAM_SCRIPPS
aid=463103	TEAM_SCRIPPS
aid=624162	TEAM_NCGC
aid=588425	TEAM_HOPKINS
aid=602432	TEAM_SRI
aid=504642	TEAM_SRI
aid=504860	TEAM_SRI
aid=485290	TEAM_NCGC
aid=588569	TEAM_BURNHAM
aid=540270	TEAM_BROAD
aid=624258	TEAM_BROAD
aid=504591	TEAM_NCGC
aid=624308	TEAM_NCGC
aid=624431	TEAM_SCRIPPS
aid=588349	TEAM_NCGC
aid=588380	TEAM_NCGC
aid=624470	TEAM_NCGC
aid=624172	TEAM_NCGC
aid=602488	TEAM_BURNHAM
aid=624319	TEAM_BURNHAM
aid=602428	TEAM_BURNHAM
aid=588710	TEAM_VANDERBILT
aid=588728	TEAM_VANDERBILT
aid=602324	TEAM_NCGC
aid=602233	TEAM_NCGC
aid=588405	TEAM_BURNHAM
aid=623863	TEAM_SRI
aid=588621	TEAM_BURNHAM
aid=588692	TEAM_BROAD
aid=624422	TEAM_SCRIPPS
aid=624416	TEAM_SCRIPPS
aid=624114	TEAM_HOPKINS
aid=588700	TEAM_HOPKINS
aid=602420	TEAM_HOPKINS
aid=624327	TEAM_BURNHAM
aid=623870	TEAM_BROAD
aid=624310	TEAM_BROAD
