AID
522
675
692
740
764
806
1324
1339
1458
1471
1474
1477
1481
1482
1484
1517
1519
1534
1540
1544
1547
1551
1554
1561
1569
1623
1629
1631
1674
1688
1693
1733
1739
1740
1751
1766
1768
1772
1778
1785
1794
1885
1899
1910
1911
1933
1934
1935
1936
1966
1968
1971
2010
2013
2026
2039
2044
2048
2051
2076
2089
2095
2101
2136
2147
2159
2285
2294
2323
2348
2356
2357
2364
2385
2386
2396
2420
2421
2478
2486
2488
2491
2495
2498
2513
2514
2515
2520
2521
2528
2533
2534
2535
2536
2546
2551
2562
2569
2576
2577
2578
2580
2585
2586
2587
2588
2589
2590
2592
2593
2595
2596
2597
2604
2607
2608
2609
2610
2611
2613
2620
2625
2628
2630
2631
2632
2633
2634
2635
2639
2653
2669
2671
2672
2673
2677
2680
2685
2688
2712
2713
2762
2763
2764
2766
2778
2781
2782
2783
2784
2809
2814
2815
2820
2822
2835
2836
434951
434981
435005
435007
449756
463085
463105
463109
463206
463214
463229
485271
485273
485277
485278
485280
485281
485282
485283
485285
485286
485287
485343
485344
485352
485359
488748
488774
488803
488804
488805
488810
488811
488819
488820
488821
488826
488831
488832
488834
488838
488842
488843
488844
488845
488846
488848
488849
488850
488851
488852
488853
488854
488856
488859
488864
488865
488866
488867
488868
488870
488881
488900
488908
488913
488925
488931
488935
488936
488945
488947
488951
488980
488985
488986
488990
488992
488994
489008
489036
489037
489038
489039
492954
492960
492962
492982
492984
492985
492986
493045
493049
493050
493051
493052
493053
493054
493093
493155
493180
493182
493183
493193
493195
493197
493202
493212
493213
493225
493227
493230
493235
493236
493238
493239
493247
493249
504370
504371
504373
504374
504375
504378
504379
504380
504384
504385
504386
504387
504432
504433
504434
504436
504438
504523
504524
504532
504537
504540
504585
504588
504597
504613
504680
504685
504687
504689
504690
504696
504736
504737
504738
504739
504740
504741
504745
504746
504747
504748
504753
504765
504776
504777
504778
504779
504792
504812
504832
504834
504862
504863
504865
504878
540252
540269
540314
540315
540316
540318
540327
588375
588376
588390
588414
588415
588436
588521
588588
588593
588671
588672
588683
588710
588715
588728
588730
588731
588732
588733
588734
588735
588736
588737
602130
602131
602132
602133
602205
602206
602207
602243
602400
602401
602404
602423
602424
602425
624122
624140
624206
624254
624255
624280
624328
624329
624332
624335
624336
624337
624341
624345
624346
624453
624455
624459
624461
